GATAD2B_DNA,RANBP2_DNA,METTL10_DNA,VDAC2_DNA,RNF10_DNA,SLC12A9_DNA,SMAP2_DNA,C17orf79_DNA,MAP1D_DNA,KPNB1_DNA,LRRC58.2_DNA,ACE_DNA,MIR760_DNA,PPP2R2A_DNA,ITCH_DNA,WASH5P_DNA,PPIC_DNA,STK35_DNA,ANKRD33B_DNA,SOX12_DNA,HSD11B2_DNA,PPP1R11_DNA,LYPLA2_DNA,GUCA2A.1_DNA,RUVBL1.1_DNA,SMEK1.1_DNA,FRAT1.2_DNA,VPS25.1_DNA,DNAJC14.1_DNA,CEBPB.1_DNA,MPPE1.4_DNA,TXLNA.3_DNA,TBC1D23.2_DNA,RALGAPB.1_DNA,SLC6A4.1_DNA,IRS1_DNA,TMSB10_DNA,TNRC18_DNA,SRRM1.4_DNA,ZNF480.1_DNA,GMIP.1_DNA,NCL.3_DNA,CBX4.1_DNA,PYGB.2_DNA,LEKR1.1_DNA,ACADSB_RNA,ANXA9_RNA,ARSG_RNA,C10orf110_RNA,C19orf29_RNA,C19orf60_RNA,C19orf6_RNA,C21orf2_RNA,C6orf211_RNA,C6orf97_RNA,CA12_RNA,CAPN10_RNA,CCDC130_RNA,CCNE1_RNA,CDK10_RNA,CDK12_RNA,CLSTN2_RNA,CSNK1G2_RNA,CXXC1_RNA,DNALI1_RNA,DUS3L_RNA,ERBB2_RNA,ESR1_RNA,FOXA1_RNA,FOXC1_RNA,GATA3_RNA,GMPS_RNA,GPR160_RNA,GRB7_RNA,LOC729991_RNA,MAFK_RNA,MBD3_RNA,MED1_RNA,MIB2_RNA,MLPH_RNA,NACA2_RNA,NASP_RNA,NEURL2_RNA,PGAP3_RNA,PPIAL4G_RNA,PPP1R12C_RNA,PRR15_RNA,PSMD3_RNA,RABEP1_RNA,RHOB_RNA,SFRS16_RNA,SLC16A6_RNA,SLC39A6_RNA,SLC7A8_RNA,SNRNP70_RNA,STARD3_RNA,STX10_RNA,TACC3_RNA,TBC1D9_RNA,THSD4_RNA,TMBIM6_RNA,TMEM144_RNA,WWP1_RNA,YBX1_RNA,ZMYND17_RNA,ERBB2_CNV,GRB7_CNV,GSDMB_CNV,IKZF3_CNV,NEUROD2_CNV,ORMDL3_CNV,PGAP3_CNV,PNMT_CNV,PPP1R1B_CNV,PSMD3_CNV,STARD3_CNV,TCAP_CNV,ZPBP2_CNV,class
0.043476138,0.0422659259999999,0.012139123,0.0133352319999999,0.042514344,0.010920302,0.02955414,0.011746705,0.035596242,0.009748231,0.052294979,0.040944949,0.0593458609999999,0.024032458,0.024840694,0.018152849,0.011662162,0.016706862,0.02876791,0.027752146,0.030322111,0.060712459,0.012727753,0.241762338,0.0316720189999999,0.034864872,0.03047949,0.079124962,0.036389538,0.024534511,0.012338087,0.031295434,0.044969659,0.019958678,0.045933932,0.031966238,0.010839143,0.149454811,0.048222175,0.066137215,0.044380808,0.009139948,0.039103605,0.035275981,0.01282189,11.34201192,10.81385781,9.150126031,1.960845286,8.576051946,8.54128638,10.99751562,8.347317961,14.3255727,10.3952386,13.8008152,7.478838366000001,8.411540223,5.991088689,8.646613429,10.0449846,13.05523445,10.03515471,9.901591294,9.618801548,8.543137408,12.49697553,15.0073112,13.49117496,6.650052225,13.81682528,11.14007238,10.8827132,8.33026976,8.609080831,9.261798052,11.16402439,9.863584948,8.568802056000001,12.89951586,5.362070059,11.14312635,2.859909931,9.763149611,6.474966491,9.713062194,10.01928631,11.81174824,11.37217755,13.55275775,8.353659399,8.154975531,14.82231327,12.77451846,11.70956433,9.295556589,7.97198032,10.29390864,12.76711419,12.03614077,15.13333082,8.167028189,13.07966843,12.9497402,6.629293956000001,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,-0.3748,0.0
0.046577334,0.04390625,0.013375637,0.014709307,0.04740381,0.0114147739999999,0.025085298,0.025034362,0.0250750039999999,0.01021052,0.057281395,0.0530493409999999,0.060876436,0.022054034,0.021836722,0.020687159,0.012464018,0.026815201,0.0248997379999999,0.033881218,0.034227405,0.086905052,0.013071286,0.287393032,0.020622418,0.033551626,0.031355746,0.096122231,0.040859642,0.087779545,0.0120929589999999,0.033853488,0.02891281,0.070102502,0.036034799,0.037946489,0.010680298,0.2248746989999999,0.060187267,0.052785887,0.044327295,0.012278908,0.035969266,0.033242024,0.011998489,12.05278814,7.331027092,7.343384725,2.482512734,8.920120874,7.701161579,10.64517817,8.772579497,11.16451604,9.529284911,13.49702577,6.870008317999999,7.904568995,5.689109025,8.853644846,10.08096525,10.94946818,9.831884206,9.357922527,5.599222563,8.992522032,11.94199664,12.56352313,13.29559497,6.412454681,12.91954055,10.13572057,11.81479116,6.866545776000001,7.87461379,9.098595624,10.50026279,10.2508903,8.402155102,11.75273935,4.113800498,10.38245565,3.183629427,9.204650124,4.929374411,9.773150418,9.203803133,10.95928671,11.26953581,12.30035668,8.455782563,6.805331154,13.81770026,11.49334832,10.69273536,9.006187764,8.270840527,9.174708763,12.98914673,12.61148887,14.84671029,8.529284911,11.74940601,12.90013167,6.29648861,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,-0.3007,0.0
0.070015564,0.039252603,0.016273968,0.013882773,0.041679968,0.010869318,0.027755887,0.017524657,0.042869943,0.014756521,0.072568392,0.049082852,0.0744403459999999,0.043844162,0.040085406,0.013211634,0.016116559,0.026264012,0.027980444,0.025180017,0.032633115,0.078215775,0.01190493,0.564276901,0.040558989,0.058657429,0.0232244879999999,0.081717082,0.032159092,0.089619517,0.013975102,0.034601489,0.027412403,0.066616583,0.053203123,0.047456269,0.011976691,0.191490799,0.077478199,0.0661444509999999,0.0437692379999999,0.012060311,0.073018264,0.050533427,0.014104718,7.633739247,5.414903367000001,5.080487122,3.335969103,8.384742745,7.529616394,9.498265031,7.317144853999999,8.143388316000001,4.789583201,7.762473066,7.26916222,9.12753862,8.850625362999999,8.282119593,10.45567634,4.501783058,9.545608577,9.516346344,3.4444550460000003,9.377741084,10.81901867,6.086745559,5.141886423,11.56339021,7.035895489,11.77124296,8.297041892000001,9.31581323,7.453244291,7.872471735,9.272542777,11.18336301,7.132841052000001,2.404930363,4.949240761,12.54077253,3.322461793,6.333028298,5.117636868,8.839548986,2.556919836,11.68039865,10.0230166,10.09763305,9.730850843,3.819954242,11.75598267,8.216563024,10.62355122,9.401786598,8.901219893,11.85142975,10.00607244,5.492385192,13.64524834,7.026158227000001,10.87229988,12.31980414,6.194997119,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,0.0485,2.0
0.051075845,0.046989182,0.011847613,0.0164729999999999,0.053533871,0.00881497,0.026461115,0.0217272139999999,0.031980878,0.0119789919999999,0.043644434,0.042103508,0.052733788,0.03025733,0.0232423839999999,0.015259451,0.011598994,0.021944447,0.020658222,0.037526982,0.025703442,0.070544998,0.012694498,0.172696142,0.0245539839999999,0.043121204,0.025725134,0.099478499,0.034173612,0.045771522,0.015349778,0.0228081929999999,0.021367399,0.023646326,0.036712053,0.029952882,0.011241596,0.265927769,0.045713605,0.067548224,0.038967615,0.0115441689999999,0.027440719,0.025946134,0.0134683039999999,10.77128782,10.27262955,7.963593188,2.336283388,8.39399787,7.826565011,10.43742948,8.823949296,11.15735211,9.308627768,12.55773656,7.304467235,8.247471379,4.144307467,8.361896852000001,10.05231399,10.105519500000002,9.995909294,9.082175393,10.67477982,8.005753095,12.94211775,13.253073,13.27717873,5.706726692999999,14.53931641,9.657619821,10.22781567,9.085455463,8.015920116,8.582195811,10.59532481,10.34603043,8.142207148999999,12.96722822,5.5760201910000005,9.993001196,3.716683672,10.28789634,4.740409521,9.281236903,10.25331604,11.14979944,12.14899888,14.41793842,8.223852089,5.887966297999999,12.75283964,12.70379368,11.35262486,9.49200397,8.158910061,8.21189608,13.68405036,11.41500819,14.58980156,9.429707594,11.43678758,12.23386368,6.672237214,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,2.0
0.051339399,0.031921446,0.012842629,0.015703289,0.051104352,0.009166427,0.020364469,0.035637975,0.023557908,0.009543728,0.051770932,0.035993321,0.075723249,0.023209316,0.023175888,0.019088188,0.010534159,0.030555216,0.020318883,0.03442307,0.02428492,0.115800316,0.012866482,0.3467790529999999,0.027756028,0.032744004,0.0219027839999999,0.11091087,0.0261167,0.1054692409999999,0.0138504389999999,0.031055237,0.027146759,0.0815040859999999,0.028340945,0.020179322,0.010087529,0.199775513,0.060932408,0.070228126,0.057356672,0.0110228069999999,0.041274465,0.029131359,0.0114522839999999,10.77264539,9.292818782,9.303798325,1.780562076,8.354311099999999,7.560620962000001,10.5426593,8.228588322,9.930799715,8.696792654,13.27918451,6.722614931,8.420368708,5.869306355,8.228588322,10.22049937,8.285083126,9.726471929,8.87225994,9.891310574,7.493158145,12.539992,11.85295453,12.61771957,8.135786227999999,14.108611800000002,10.04905267,9.254850996,8.95119407,7.558165827000001,8.748948221000001,10.10033119,10.93044552,7.50462357,12.71828875,5.047093367,10.03000481,3.1299753439999995,10.00061555,4.938568092,9.129628707,9.770668187,11.70032839,11.36375122,12.64376978,7.958160017000001,10.9948684,13.53830793,10.77659144,10.59275788,9.850710208,7.81508608,8.11847861,13.12297987,11.47408778,14.74338106,8.393896652999999,11.00768348,12.29019883,5.523530592999999,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.2833,0.0
0.0681631759999999,0.07416496,0.019778375,0.016028982,0.027561606,0.013820455,0.034772934,0.035599989,0.0550411929999999,0.014973578,0.085442464,0.080698907,0.082279861,0.035706511,0.041573685,0.0264143229999999,0.014005446,0.083614187,0.03492287,0.047443052,0.037666672,0.111143438,0.0171797289999999,0.2463503939999999,0.033372982,0.094720636,0.037950035,0.12171241,0.0577768709999999,0.07040003,0.015935648,0.037751394,0.039803509,0.069950372,0.055363354,0.041684569,0.0144922789999999,0.2313763589999999,0.081416856,0.098543898,0.06420573,0.0135692789999999,0.046530123,0.048911334,0.017412027,11.4626543,9.16290084,8.908002845,2.536251879,8.470167115,6.899124865,9.670410173,7.771973367999999,10.48606471,8.885703999,12.36676364,7.326620036,7.977127058,5.259713139,8.493948291,10.83190431,9.843905824,9.564899039,9.300741498,10.21569946,7.762214587000001,13.24577506,12.07743589,12.85475652,7.013231097,13.58193133,10.54321824,10.51831049,9.263178105,7.442732051,8.406206706,9.69284492,11.0278986,6.81980228,12.65555044,4.702230877,10.59361503,2.002882509,9.562089559,5.061776198,8.924138792,9.744149824,10.93395181,12.08880596,14.37575825,8.734200184,10.09972547,13.18262261,11.65269209,10.90984547,8.732535135,7.826060938999999,9.3963768,13.45655278,11.29539455,14.30218041,9.40057678,11.76058166,12.16829933,6.154220659,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0
0.038271447,0.030167568,0.013247753,0.0181609589999999,0.080874656,0.009308939,0.025014547,0.01825205,0.02807685,0.009970649,0.046831462,0.034249243,0.05573178,0.022580785,0.020242501,0.014810301,0.011850451,0.01255387,0.017330274,0.037353548,0.020432983,0.057401727,0.011038746,0.329573507,0.025960858,0.04426839,0.022420171,0.105030568,0.025717063,0.027062981,0.0109894219999999,0.028147987,0.027735067,0.029427604,0.035056329,0.0220388329999999,0.009389848,0.154625533,0.037197325,0.040824623,0.038706774,0.010307261,0.0308049979999999,0.02719951,0.0112900839999999,9.525211683,5.763661209,7.562401952,2.875799718,8.402699582999999,8.575302875,10.64884837,8.598658119,9.668545893,4.906616458,10.54337978,7.109435785,7.836909403,6.771155332999999,8.049062747,12.97858665,7.78602845,10.0100052,8.92016495,6.613326844,7.713973441,16.95311828,8.315688943,11.92982354,7.121212307,11.88885864,10.81984658,11.25918243,12.59417566,8.417938568,8.660719377000001,11.07767715,10.94149524,7.763660545,11.56832929,5.733286542999999,10.88260156,1.773236812,14.35545549,5.670551451000001,9.01790187,9.973925912,14.80060674,10.36607475,13.54945347,8.500626007000001,6.815323089,11.5326718,11.45830853,11.41351539,13.73322686,8.34108912,9.719794533,10.82885218,7.553737563999999,14.51230758,8.797083359,10.45016096,14.088872199999996,6.670551451000001,2.6852,2.6852,2.2779,2.48155,2.6852,2.2779,2.6852,2.6852,2.6852,2.2779,2.6852,2.6852,2.2779,1.0
0.031669703,0.037663347,0.009899024,0.014600852,0.064602032,0.007003851,0.030379557,0.013822972,0.026557502,0.007946664,0.040090693,0.028914974,0.049053055,0.022535502,0.013824703,0.015877954,0.010840816,0.013599832,0.015363064,0.01936264,0.018225388,0.060050484,0.010406588,0.3787848889999999,0.0263735879999999,0.039579823,0.015749505,0.1156884169999999,0.030725612,0.027882439,0.010006333,0.031828598,0.023818821,0.023278807,0.037488706,0.019241926,0.00779601,0.192979036,0.051129374,0.059401487,0.04231637,0.010709888,0.029455618,0.03325449,0.009722941,8.0068893,9.21765653,6.957421315,3.051198063,8.945629941,8.048431835,10.99386284,8.430815062,9.793250842,6.867439373,9.836761899,7.838584367,7.720980897,7.06720846,8.557956068,10.43503794,9.237133939,10.34429591,9.002018361000001,6.584268037,8.259076599,12.94700344,10.56732963,12.77825283,9.134040438,12.11179152,11.30528418,11.67173021,8.950694984,7.711463244,9.473670646,10.71702261,9.892222519,8.369099132,11.94372592,4.990587335,11.37193397,2.5455236340000003,8.562374856,5.867439373,9.493473615,8.401520823,11.14807244,10.22974965,12.1383014,7.756122615,6.466615701,12.67453928,9.440449168,11.29536419,9.035776473,8.338510881,10.53340848,11.87700481,11.04211796,15.27575867,9.084209399,10.44822969,13.28737878,6.566780151000001,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,-0.3728,2.0
0.046427092,0.037007368,0.016418678,0.013231993,0.040693091,0.008963384,0.024686946,0.027543269,0.041831459,0.01171231,0.0488551059999999,0.035595176,0.060660276,0.022279221,0.025276776,0.019929746,0.012225898,0.018958991,0.0179864289999999,0.0242647839999999,0.029918691,0.064927976,0.01227248,0.543537609,0.025900252,0.041649356,0.021096475,0.080265033,0.031230097,0.043923761,0.013373554,0.033249613,0.02002045,0.051689444,0.076798097,0.041066869,0.01113794,0.1006712769999999,0.049491742,0.068893332,0.030702481,0.011626611,0.056421289,0.037443286,0.012994065,9.126123148,6.385591519,7.547558564,3.504531413,9.341168976,8.473894038,11.17472112,8.515281948,9.04252916,6.716064914,9.205137841,7.935248161,8.950174432999999,7.026587622,9.172394504,10.78469438,5.866930227,10.7396549,9.634270165,8.374837787999999,8.412128185,13.21069151,9.086030839,8.049307846,9.674285855,9.593885756,10.1478662,8.487267665,10.21973351,8.074380732,10.16672737,10.44291261,10.90105672,9.447623826,8.239132114,5.482267475,10.74766508,4.064736299,10.11270274,4.585359187,9.90666666,5.5087392170000005,11.38179183,10.71528654,11.7398295,8.920904815,5.749746097999999,11.36943126,9.185786036,11.20260634,10.42347775,8.56500761,9.52989589,10.75355715,8.213208741,13.65982501,7.576002801,10.44890601,13.067020800000002,6.235173691,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,0.0761,2.0
0.067787403,0.070167521,0.017967474,0.018540092,0.031287123,0.012113743,0.035546488,0.03206166,0.039623466,0.015197035,0.063255352,0.090123791,0.07163194,0.034061513,0.050645389,0.0229480379999999,0.015516551,0.03151154,0.02995991,0.036290591,0.042568215,0.109753758,0.018010354,0.654027468,0.03901004,0.063397542,0.034945242,0.10460632,0.059523933,0.044839058,0.014167764,0.053091369,0.041588066,0.0540106109999999,0.035954912,0.035410576,0.013641614,0.429150182,0.065583299,0.065906035,0.040282499,0.014040473,0.0449676809999999,0.037202656,0.014285514,7.476994832000001,5.191866602,7.580618113,4.193361739,9.703766044,6.7407602970000005,10.66555781,8.228793684,9.284350101,4.045792419,9.7288409,7.719771435,8.613900678,8.399297153,8.564200184,10.40160924,6.941600509,11.09268917,8.869938937999999,3.638618366,8.877433534,11.90601081,4.973032612,6.274923211,10.19253485,7.968360944,11.64813779,5.829296522000001,8.816357787000001,7.112174662999999,9.193796133,10.81136699,10.77905423,7.197200962999999,8.812019066,3.787474257,12.00835298,4.548344141,8.075053365,5.159447546,8.207808437999999,4.223577006,10.43218139,10.29711987,10.66868079,7.968360944,4.30487605,11.66073996,7.500913564,10.4437264,8.528679533,8.538167199,10.1901963,10.78769781,9.924819628,12.98844751,7.322066046000001,10.27176659,13.89633432,5.284976746,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,-0.3664,2.0
